Frequency_Hz,Magnitude_dB
10000000.0,-63.16946082086457
14998333.3333,-57.382804454906534
19996666.6667,-64.43346406689926
24995000.0,-64.63371717283069
29993333.3333,-66.93284081439576
34991666.6667,-65.38316287687846
39990000.0,-64.23186797704551
44988333.3333,-62.37412484797758
49986666.6667,-63.47997058135099
54985000.0,-70.36400898084669
59983333.3333,-68.52692743359475
64981666.6667,-73.11961359324427
69980000.0,-66.24936756499879
74978333.3333,-70.6218439640734
79976666.6667,-65.15750709959553
84975000.0,-66.01495181932734
89973333.3333,-65.0076765620951
94971666.6667,-69.27956628301399
99970000.0,-68.47011761072352
104968333.333,-68.78077668126883
109966666.667,-67.45898445761081
114965000.0,-64.99969984189683
119963333.333,-64.59387491149552
124961666.667,-67.5005962737808
129960000.0,-66.6520942443675
134958333.333,-63.79543316307337
139956666.667,-66.66331537881898
144955000.0,-64.88072967015563
149953333.333,-66.003873198503
154951666.667,-66.81460936106865
159950000.0,-67.69455991610586
164948333.333,-66.9969865277633
169946666.667,-67.96964240802974
174945000.0,-68.12308893574738
179943333.333,-70.48684661343893
184941666.667,-65.21922787321729
189940000.0,-65.66248739050106
194938333.333,-68.21043468538535
199936666.667,-65.73036253182224
204935000.0,-65.74539334542752
209933333.333,-64.93192353999397
214931666.667,-68.2076682661757
219930000.0,-67.84828331428196
224928333.333,-66.97465064731173
229926666.667,-68.45079186325786
234925000.0,-65.79553180488985
239923333.333,-66.7543144551347
244921666.667,-67.94991514886244
249920000.0,-67.27146595810883
254918333.333,-69.30298956164314
259916666.667,-69.3368860018192
264915000.0,-65.98194097531245
269913333.333,-67.11907866542963
274911666.667,-67.4549410205874
279910000.0,-65.991034405645
284908333.333,-72.60294597940181
289906666.667,-66.50674853543602
294905000.0,-66.00259652799866
299903333.333,-66.05845010136724
304901666.667,-67.35709179053548
309900000.0,-68.18367569458532
314898333.333,-66.43907131751412
319896666.667,-69.03760999081284
324895000.0,-67.98396446673125
329893333.333,-65.90562581537245
334891666.667,-68.64621910447414
339890000.0,-67.7287263794678
344888333.333,-69.06279651434515
349886666.667,-67.03245333452533
354885000.0,-69.7865155489277
359883333.333,-70.34869239749257
364881666.667,-65.55340807808035
369880000.0,-64.78608933510817
374878333.333,-66.76973984591746
379876666.667,-67.43504470484456
384875000.0,-72.70968886104336
389873333.333,-70.52630215376679
394871666.667,-67.09148927043637
399870000.0,-69.2187382575216
404868333.333,-68.48071044309704
409866666.667,-68.18271831177275
414865000.0,-67.30966309062573
