Voltage (V),Wavelength (nm),Insertion Loss (dB)
0.000,1545.03,-119.1712
0.000,1545.03,-119.1712
0.000,1545.03,-119.1713
0.000,1545.03,-119.1718
0.000,1545.03,-119.1712
0.000,1545.03,-119.1709
0.000,1545.03,-119.1712
0.000,1545.03,-119.1718
0.000,1545.03,-119.1721
0.000,1545.03,-119.1712
0.000,1545.03,-119.1715
0.000,1545.03,-119.1719
0.000,1545.03,-119.1715
0.000,1545.03,-119.1718
0.000,1545.03,-119.1715
0.000,1545.03,-119.1722
0.000,1545.03,-119.1713
0.000,1545.03,-119.1714
0.000,1545.03,-119.1716
0.000,1545.03,-119.1719
0.000,1545.03,-119.1716
0.000,1545.03,-119.1710
0.000,1545.03,-119.1718
0.000,1545.03,-119.1707
0.000,1545.03,-119.1709
0.000,1545.03,-119.1715
0.000,1545.03,-119.1718
0.000,1545.03,-119.1719
0.000,1545.03,-119.1709
0.000,1545.03,-119.1712
0.000,1545.03,-119.1717
0.000,1545.03,-119.1714
0.000,1545.03,-119.1716
0.000,1545.03,-119.1715
0.000,1545.03,-119.1721
0.000,1545.03,-119.1712
0.000,1545.03,-119.1718
0.000,1545.03,-119.1722
0.000,1545.03,-119.1725
0.000,1545.03,-119.1726
0.000,1545.03,-119.1717
0.000,1545.03,-119.1724
0.000,1545.03,-119.1717
0.000,1545.03,-119.1716
0.000,1545.03,-119.1715
0.000,1545.03,-119.1717
0.000,1545.03,-119.1725
0.000,1545.03,-119.1721
0.000,1545.03,-119.1711
0.000,1545.03,-119.1720
0.000,1545.03,-119.1717
0.000,1545.03,-119.1721
0.000,1545.03,-119.1719
0.000,1545.03,-119.1729
0.000,1545.03,-119.1721
0.000,1545.03,-119.1716
0.000,1545.03,-119.1719
0.000,1545.04,-119.1721
0.000,1545.04,-119.1722
0.000,1545.04,-119.1718
0.000,1545.04,-119.1717
0.000,1545.04,-119.1722
0.000,1545.04,-119.1715
0.000,1545.04,-119.1715
0.000,1545.04,-119.1719
0.000,1545.04,-119.1722
0.000,1545.04,-119.1722
0.000,1545.04,-119.1710
0.000,1545.04,-119.1717
0.000,1545.04,-119.1714
0.000,1545.04,-119.1718
0.000,1545.04,-119.1714
0.000,1545.04,-119.1722
0.000,1545.04,-119.1725
0.000,1545.04,-119.1714
0.000,1545.04,-119.1715
0.000,1545.04,-119.1715
0.000,1545.04,-119.1720
0.000,1545.04,-119.1717
0.000,1545.04,-119.1706
0.000,1545.04,-119.1709
0.000,1545.04,-119.1708
0.000,1545.04,-119.1706
0.000,1545.04,-119.1704
0.000,1545.04,-119.1709
0.000,1545.04,-119.1716
0.000,1545.04,-119.1706
0.000,1545.04,-119.1707
0.000,1545.04,-119.1712
0.000,1545.04,-119.1714
0.000,1545.04,-119.1713
0.000,1545.04,-119.1711
0.000,1545.04,-119.1718
0.000,1545.04,-119.1714
0.000,1545.04,-119.1710
0.000,1545.04,-119.1714
0.000,1545.04,-119.1714
0.000,1545.04,-119.1719
0.000,1545.04,-119.1712
0.000,1545.04,-119.1707
0.000,1545.04,-119.1711
0.000,1545.04,-119.1708
0.000,1545.04,-119.1702
0.000,1545.04,-119.1704
0.000,1545.04,-119.1705
0.000,1545.04,-119.1710
0.000,1545.04,-119.1700
0.000,1545.04,-119.1699
0.000,1545.04,-119.1699
0.000,1545.04,-119.1701
0.000,1545.04,-119.1700
0.000,1545.04,-119.1698
0.000,1545.04,-119.1703
0.000,1545.04,-119.1696
0.000,1545.04,-119.1691
0.000,1545.04,-119.1692
0.000,1545.04,-119.1691
0.000,1545.04,-119.1703
0.000,1545.04,-119.1697
0.000,1545.04,-119.1693
0.000,1545.04,-119.1698
0.000,1545.04,-119.1698
0.000,1545.04,-119.1699
0.000,1545.04,-119.1696
0.000,1545.04,-119.1698
0.000,1545.04,-119.1705
0.000,1545.04,-119.1697
0.000,1545.04,-119.1696
0.000,1545.04,-119.1696
0.000,1545.04,-119.1697
0.000,1545.04,-119.1700
0.000,1545.04,-119.1692
0.000,1545.04,-119.1697
0.000,1545.04,-119.1699
0.000,1545.04,-119.1688
0.000,1545.04,-119.1686
0.000,1545.04,-119.1683
0.000,1545.04,-119.1688
0.000,1545.04,-119.1694
0.000,1545.04,-119.1686
0.000,1545.04,-119.1681
0.000,1545.04,-119.1690
0.000,1545.04,-119.1695
0.000,1545.04,-119.1691
0.000,1545.04,-119.1682
0.000,1545.04,-119.1691
0.000,1545.04,-119.1690
0.000,1545.04,-119.1687
0.000,1545.04,-119.1685
0.000,1545.04,-119.1681
0.000,1545.04,-119.1684
0.000,1545.04,-119.1689
0.000,1545.04,-119.1674
0.000,1545.04,-119.1673
0.000,1545.04,-119.1673
0.000,1545.04,-119.1691
0.000,1545.04,-119.1695
0.000,1545.05,-119.1682
0.000,1545.05,-119.1673
0.000,1545.05,-119.1682
0.000,1545.05,-119.1691
0.000,1545.05,-119.1676
0.000,1545.05,-119.1672
0.000,1545.05,-119.1671
0.000,1545.05,-119.1672
0.000,1545.05,-119.1674
0.000,1545.05,-119.1682
0.000,1545.05,-119.1690
0.000,1545.05,-119.1684
0.000,1545.05,-119.1670
0.000,1545.05,-119.1666
0.000,1545.05,-119.1689
0.000,1545.05,-119.1687
0.000,1545.05,-119.1670
0.000,1545.05,-119.1668
0.000,1545.05,-119.1688
0.000,1545.05,-119.1687
0.000,1545.05,-119.1684
0.000,1545.05,-119.1674
0.000,1545.05,-119.1681
0.000,1545.05,-119.1678
0.000,1545.05,-119.1675
0.000,1545.05,-119.1680
0.000,1545.05,-119.1670
0.000,1545.05,-119.1667
0.000,1545.05,-119.1667
0.000,1545.05,-119.1681
0.000,1545.05,-119.1673
0.000,1545.05,-119.1678
0.000,1545.05,-119.1672
0.000,1545.05,-119.1666
0.000,1545.05,-119.1672
0.000,1545.05,-119.1683
0.000,1545.05,-119.1673
0.000,1545.05,-119.1661
0.000,1545.05,-119.1664
0.000,1545.05,-119.1671
0.000,1545.05,-119.1662
0.000,1545.05,-119.1655
0.000,1545.05,-119.1660
0.000,1545.05,-119.1657
0.000,1545.05,-119.1657
0.000,1545.05,-119.1657
0.000,1545.05,-119.1672
0.000,1545.05,-119.1666
0.000,1545.05,-119.1660
0.000,1545.05,-119.1663
0.000,1545.05,-119.1666
0.000,1545.05,-119.1668
0.000,1545.05,-119.1655
0.000,1545.05,-119.1662
0.000,1545.05,-119.1659
0.000,1545.05,-119.1659
0.000,1545.05,-119.1652
0.000,1545.05,-119.1649
0.000,1545.05,-119.1646
0.000,1545.05,-119.1656
0.000,1545.05,-119.1659
0.000,1545.05,-119.1652
0.000,1545.05,-119.1650
0.000,1545.05,-119.1648
0.000,1545.05,-119.1660
0.000,1545.05,-119.1654
0.000,1545.05,-119.1656
0.000,1545.05,-119.1654
0.000,1545.05,-119.1654
0.000,1545.05,-119.1649
0.000,1545.05,-119.1652
0.000,1545.05,-119.1661
0.000,1545.05,-119.1651
0.000,1545.05,-119.1646
0.000,1545.05,-119.1646
0.000,1545.05,-119.1654
0.000,1545.05,-119.1649
0.000,1545.05,-119.1650
0.000,1545.05,-119.1656
0.000,1545.05,-119.1646
0.000,1545.05,-119.1643
0.000,1545.05,-119.1645
0.000,1545.05,-119.1660
0.000,1545.05,-119.1654
0.000,1545.05,-119.1651
0.000,1545.05,-119.1649
0.000,1545.05,-119.1651
0.000,1545.05,-119.1648
0.000,1545.05,-119.1654
0.000,1545.05,-119.1655
0.000,1545.05,-119.1652
0.000,1545.05,-119.1652
0.000,1545.05,-119.1655
0.000,1545.05,-119.1655
0.000,1545.05,-119.1647
0.000,1545.05,-119.1655
0.000,1545.05,-119.1650
0.000,1545.05,-119.1646
0.000,1545.05,-119.1639
0.000,1545.05,-119.1644
0.000,1545.06,-119.1650
0.000,1545.06,-119.1647
0.000,1545.06,-119.1646
0.000,1545.06,-119.1646
0.000,1545.06,-119.1653
0.000,1545.06,-119.1643
0.000,1545.06,-119.1651
0.000,1545.06,-119.1650
0.000,1545.06,-119.1644
0.000,1545.06,-119.1638
0.000,1545.06,-119.1642
0.000,1545.06,-119.1650
0.000,1545.06,-119.1643
0.000,1545.06,-119.1650
0.000,1545.06,-119.1647
0.000,1545.06,-119.1644
0.000,1545.06,-119.1637
0.000,1545.06,-119.1642
0.000,1545.06,-119.1642
0.000,1545.06,-119.1632
0.000,1545.06,-119.1636
0.000,1545.06,-119.1637
0.000,1545.06,-119.1638
0.000,1545.06,-119.1629
0.000,1545.06,-119.1639
0.000,1545.06,-119.1641
0.000,1545.06,-119.1635
0.000,1545.06,-119.1633
0.000,1545.06,-119.1639
0.000,1545.06,-119.1643
0.000,1545.06,-119.1635
0.000,1545.06,-119.1638
0.000,1545.06,-119.1635
0.000,1545.06,-119.1633
0.000,1545.06,-119.1625
0.000,1545.06,-119.1633
0.000,1545.06,-119.1639
0.000,1545.06,-119.1633
0.000,1545.06,-119.1635
0.000,1545.06,-119.1638
0.000,1545.06,-119.1641
0.000,1545.06,-119.1629
0.000,1545.06,-119.1633
0.000,1545.06,-119.1634
0.000,1545.06,-119.1629
0.000,1545.06,-119.1623
0.000,1545.06,-119.1633
0.000,1545.06,-119.1632
0.000,1545.06,-119.1636
0.000,1545.06,-119.1637
0.000,1545.06,-119.1640
0.000,1545.06,-119.1637
0.000,1545.06,-119.1632
0.000,1545.06,-119.1641
0.000,1545.06,-119.1641
0.000,1545.06,-119.1640
0.000,1545.06,-119.1635
0.000,1545.06,-119.1637
0.000,1545.06,-119.1640
0.000,1545.06,-119.1636
0.000,1545.06,-119.1640
0.000,1545.06,-119.1639
0.000,1545.06,-119.1636
0.000,1545.06,-119.1629
0.000,1545.06,-119.1638
0.000,1545.06,-119.1636
0.000,1545.06,-119.1634
0.000,1545.06,-119.1632
0.000,1545.06,-119.1634
0.000,1545.06,-119.1634
0.000,1545.06,-119.1627
0.000,1545.06,-119.1638
0.000,1545.06,-119.1631
0.000,1545.06,-119.1628
0.000,1545.06,-119.1624
0.000,1545.06,-119.1628
0.000,1545.06,-119.1627
0.000,1545.06,-119.1621
0.000,1545.06,-119.1631
0.000,1545.06,-119.1629
0.000,1545.06,-119.1630
0.000,1545.06,-119.1621
0.000,1545.06,-119.1628
0.000,1545.06,-119.1629
0.000,1545.06,-119.1625
0.000,1545.06,-119.1623
0.000,1545.06,-119.1624
0.000,1545.06,-119.1625
0.000,1545.06,-119.1617
0.000,1545.06,-119.1624
0.000,1545.06,-119.1629
0.000,1545.06,-119.1626
0.000,1545.06,-119.1622
0.000,1545.06,-119.1618
0.000,1545.06,-119.1621
0.000,1545.06,-119.1619
0.000,1545.06,-119.1622
0.000,1545.06,-119.1629
0.000,1545.06,-119.1629
0.000,1545.06,-119.1621
0.000,1545.07,-119.1625
0.000,1545.07,-119.1626
0.000,1545.07,-119.1628
0.000,1545.07,-119.1626
0.000,1545.07,-119.1624
0.000,1545.07,-119.1624
0.000,1545.07,-119.1622
0.000,1545.07,-119.1617
0.000,1545.07,-119.1631
0.000,1545.07,-119.1628
0.000,1545.07,-119.1628
0.000,1545.07,-119.1619
0.000,1545.07,-119.1618
0.000,1545.07,-119.1625
0.000,1545.07,-119.1619
0.000,1545.07,-119.1622
0.000,1545.07,-119.1622
0.000,1545.07,-119.1623
0.000,1545.07,-119.1615
0.000,1545.07,-119.1618
0.000,1545.07,-119.1625
0.000,1545.07,-119.1621
0.000,1545.07,-119.1622
0.000,1545.07,-119.1623
0.000,1545.07,-119.1625
0.000,1545.07,-119.1621
0.000,1545.07,-119.1611
0.000,1545.07,-119.1620
0.000,1545.07,-119.1620
0.000,1545.07,-119.1622
0.000,1545.07,-119.1616
0.000,1545.07,-119.1616
0.000,1545.07,-119.1625
0.000,1545.07,-119.1618
0.000,1545.07,-119.1621
0.000,1545.07,-119.1622
0.000,1545.07,-119.1625
0.000,1545.07,-119.1617
0.000,1545.07,-119.1611
0.000,1545.07,-119.1619
0.000,1545.07,-119.1623
0.000,1545.07,-119.1617
0.000,1545.07,-119.1614
0.000,1545.07,-119.1613
0.000,1545.07,-119.1626
0.000,1545.07,-119.1616
0.000,1545.07,-119.1616
0.000,1545.07,-119.1617
0.000,1545.07,-119.1621
0.000,1545.07,-119.1618
0.000,1545.07,-119.1613
0.000,1545.07,-119.1621
0.000,1545.07,-119.1623
0.000,1545.07,-119.1623
0.000,1545.07,-119.1625
0.000,1545.07,-119.1626
0.000,1545.07,-119.1629
0.000,1545.07,-119.1623
0.000,1545.07,-119.1622
0.000,1545.07,-119.1628
0.000,1545.07,-119.1627
0.000,1545.07,-119.1623
0.000,1545.07,-119.1620
0.000,1545.07,-119.1623
0.000,1545.07,-119.1629
0.000,1545.07,-119.1619
0.000,1545.07,-119.1623
0.000,1545.07,-119.1627
0.000,1545.07,-119.1628
0.000,1545.07,-119.1627
0.000,1545.07,-119.1621
0.000,1545.07,-119.1633
0.000,1545.07,-119.1631
0.000,1545.07,-119.1633
0.000,1545.07,-119.1631
0.000,1545.07,-119.1638
0.000,1545.07,-119.1638
0.000,1545.07,-119.1630
0.000,1545.07,-119.1630
0.000,1545.07,-119.1636
0.000,1545.07,-119.1630
0.000,1545.07,-119.1636
0.000,1545.07,-119.1631
0.000,1545.07,-119.1635
0.000,1545.07,-119.1639
0.000,1545.07,-119.1631
0.000,1545.07,-119.1630
0.000,1545.07,-119.1635
0.000,1545.07,-119.1633
0.000,1545.07,-119.1633
0.000,1545.07,-119.1624
0.000,1545.07,-119.1633
0.000,1545.07,-119.1631
0.000,1545.07,-119.1634
0.000,1545.07,-119.1634
0.000,1545.07,-119.1637
0.000,1545.07,-119.1640
0.000,1545.07,-119.1640
0.000,1545.07,-119.1632
0.000,1545.07,-119.1640
0.000,1545.08,-119.1643
0.000,1545.08,-119.1647
0.000,1545.08,-119.1645
0.000,1545.08,-119.1636
0.000,1545.08,-119.1643
0.000,1545.08,-119.1644
0.000,1545.08,-119.1643
0.000,1545.08,-119.1649
0.000,1545.08,-119.1653
0.000,1545.08,-119.1658
0.000,1545.08,-119.1647
0.000,1545.08,-119.1645
0.000,1545.08,-119.1651
0.000,1545.08,-119.1650
0.000,1545.08,-119.1654
0.000,1545.08,-119.1653
0.000,1545.08,-119.1652
0.000,1545.08,-119.1654
0.000,1545.08,-119.1650
0.000,1545.08,-119.1639
0.000,1545.08,-119.1650
0.000,1545.08,-119.1650
0.000,1545.08,-119.1653
0.000,1545.08,-119.1647
0.000,1545.08,-119.1640
0.000,1545.08,-119.1643
0.000,1545.08,-119.1642
0.000,1545.08,-119.1640
0.000,1545.08,-119.1645
0.000,1545.08,-119.1648
0.000,1545.08,-119.1655
0.000,1545.08,-119.1643
0.000,1545.08,-119.1641
0.000,1545.08,-119.1641
0.000,1545.08,-119.1646
0.000,1545.08,-119.1646
0.000,1545.08,-119.1645
0.000,1545.08,-119.1645
0.000,1545.08,-119.1645
0.000,1545.08,-119.1649
0.000,1545.08,-119.1639
0.000,1545.08,-119.1641
0.000,1545.08,-119.1644
0.000,1545.08,-119.1652
0.000,1545.08,-119.1650
0.000,1545.08,-119.1643
0.000,1545.08,-119.1648
0.000,1545.08,-119.1650
0.000,1545.08,-119.1646
0.000,1545.08,-119.1650
0.000,1545.08,-119.1645
0.000,1545.08,-119.1650
0.000,1545.08,-119.1651
0.000,1545.08,-119.1641
0.000,1545.08,-119.1640
0.000,1545.08,-119.1643
0.000,1545.08,-119.1645
0.000,1545.08,-119.1643
0.000,1545.08,-119.1638
0.000,1545.08,-119.1636
0.000,1545.08,-119.1648
0.000,1545.08,-119.1642
0.000,1545.08,-119.1639
0.000,1545.08,-119.1643
0.000,1545.08,-119.1646
0.000,1545.08,-119.1651
0.000,1545.08,-119.1644
0.000,1545.08,-119.1642
0.000,1545.08,-119.1647
0.000,1545.08,-119.1648
0.000,1545.08,-119.1645
0.000,1545.08,-119.1648
0.000,1545.08,-119.1644
0.000,1545.08,-119.1646
0.000,1545.08,-119.1655
0.000,1545.08,-119.1646
0.000,1545.08,-119.1645
0.000,1545.08,-119.1649
0.000,1545.08,-119.1650
0.000,1545.08,-119.1652
0.000,1545.08,-119.1654
0.000,1545.08,-119.1651
0.000,1545.08,-119.1659
0.000,1545.08,-119.1657
0.000,1545.08,-119.1656
0.000,1545.08,-119.1656
0.000,1545.08,-119.1659
0.000,1545.08,-119.1663
0.000,1545.08,-119.1671
0.000,1545.08,-119.1665
0.000,1545.08,-119.1659
0.000,1545.08,-119.1669
0.000,1545.08,-119.1667
0.000,1545.08,-119.1670
0.000,1545.08,-119.1670
0.000,1545.08,-119.1670
0.000,1545.08,-119.1681
0.000,1545.08,-119.1677
0.000,1545.08,-119.1669
0.000,1545.08,-119.1668
0.000,1545.09,-119.1673
0.000,1545.09,-119.1674
0.000,1545.09,-119.1680
0.000,1545.09,-119.1675
0.000,1545.09,-119.1670
0.000,1545.09,-119.1680
0.000,1545.09,-119.1682
0.000,1545.09,-119.1673
0.000,1545.09,-119.1671
0.000,1545.09,-119.1671
0.000,1545.09,-119.1673
0.000,1545.09,-119.1681
0.000,1545.09,-119.1680
0.000,1545.09,-119.1669
0.000,1545.09,-119.1672
0.000,1545.09,-119.1679
0.000,1545.09,-119.1686
0.000,1545.09,-119.1690
0.000,1545.09,-119.1680
0.000,1545.09,-119.1679
0.000,1545.09,-119.1680
0.000,1545.09,-119.1690
0.000,1545.09,-119.1683
0.000,1545.09,-119.1684
0.000,1545.09,-119.1682
0.000,1545.09,-119.1684
0.000,1545.09,-119.1677
0.000,1545.09,-119.1671
0.000,1545.09,-119.1673
0.000,1545.09,-119.1689
0.000,1545.09,-119.1692
0.000,1545.09,-119.1684
0.000,1545.09,-119.1669
0.000,1545.09,-119.1680
0.000,1545.09,-119.1696
0.000,1545.09,-119.1685
0.000,1545.09,-119.1674
0.000,1545.09,-119.1677
0.000,1545.09,-119.1671
0.000,1545.09,-119.1678
0.000,1545.09,-119.1677
0.000,1545.09,-119.1684
0.000,1545.09,-119.1677
0.000,1545.09,-119.1679
0.000,1545.09,-119.1674
0.000,1545.09,-119.1692
0.000,1545.09,-119.1690
0.000,1545.09,-119.1682
0.000,1545.09,-119.1676
0.000,1545.09,-119.1679
0.000,1545.09,-119.1692
0.000,1545.09,-119.1685
0.000,1545.09,-119.1685
0.000,1545.09,-119.1690
0.000,1545.09,-119.1700
0.000,1545.09,-119.1697
0.000,1545.09,-119.1691
0.000,1545.09,-119.1693
0.000,1545.09,-119.1700
0.000,1545.09,-119.1694
0.000,1545.09,-119.1697
0.000,1545.09,-119.1697
0.000,1545.09,-119.1699
0.000,1545.09,-119.1693
0.000,1545.09,-119.1691
0.000,1545.09,-119.1707
0.000,1545.09,-119.1706
0.000,1545.09,-119.1700
0.000,1545.09,-119.1693
0.000,1545.09,-119.1695
0.000,1545.09,-119.1707
0.000,1545.09,-119.1702
0.000,1545.09,-119.1695
0.000,1545.09,-119.1696
0.000,1545.09,-119.1702
0.000,1545.09,-119.1707
0.000,1545.09,-119.1705
0.000,1545.09,-119.1708
0.000,1545.09,-119.1716
