Voltage (V),Wavelength (nm),Insertion Loss (dB)
0.000,1545.00,-5.3188
0.000,1545.00,-5.3159
0.000,1545.00,-5.3126
0.000,1545.00,-5.3119
0.000,1545.00,-5.3117
0.000,1545.00,-5.3116
0.000,1545.00,-5.3148
0.000,1545.00,-5.3178
0.000,1545.00,-5.3174
0.000,1545.00,-5.3152
0.000,1545.00,-5.3141
0.000,1545.00,-5.3130
0.000,1545.00,-5.3111
0.000,1545.00,-5.3125
0.000,1545.00,-5.3165
0.000,1545.00,-5.3173
0.000,1545.00,-5.3158
0.000,1545.00,-5.3155
0.000,1545.00,-5.3142
0.000,1545.00,-5.3118
0.000,1545.00,-5.3110
0.000,1545.00,-5.3151
0.000,1545.00,-5.3176
0.000,1545.00,-5.3176
0.000,1545.00,-5.3189
0.000,1545.00,-5.3172
0.000,1545.00,-5.3134
0.000,1545.00,-5.3142
0.000,1545.00,-5.3179
0.000,1545.00,-5.3191
0.000,1545.00,-5.3166
0.000,1545.00,-5.3149
0.000,1545.00,-5.3140
0.000,1545.00,-5.3138
0.000,1545.00,-5.3140
0.000,1545.00,-5.3149
0.000,1545.00,-5.3162
0.000,1545.00,-5.3183
0.000,1545.00,-5.3176
0.000,1545.00,-5.3155
0.000,1545.00,-5.3126
0.000,1545.00,-5.3111
0.000,1545.00,-5.3120
0.000,1545.00,-5.3134
0.000,1545.00,-5.3159
0.000,1545.00,-5.3174
0.000,1545.00,-5.3165
0.000,1545.00,-5.3142
0.000,1545.00,-5.3112
0.000,1545.00,-5.3107
0.000,1545.01,-5.3137
0.000,1545.01,-5.3164
0.000,1545.01,-5.3166
0.000,1545.01,-5.3149
0.000,1545.01,-5.3129
0.000,1545.01,-5.3123
0.000,1545.01,-5.3118
0.000,1545.01,-5.3124
0.000,1545.01,-5.3139
0.000,1545.01,-5.3152
0.000,1545.01,-5.3154
0.000,1545.01,-5.3149
0.000,1545.01,-5.3138
0.000,1545.01,-5.3113
0.000,1545.01,-5.3095
0.000,1545.01,-5.3114
0.000,1545.01,-5.3147
0.000,1545.01,-5.3156
0.000,1545.01,-5.3153
0.000,1545.01,-5.3143
0.000,1545.01,-5.3111
0.000,1545.01,-5.3092
0.000,1545.01,-5.3106
0.000,1545.01,-5.3126
0.000,1545.01,-5.3140
0.000,1545.01,-5.3142
0.000,1545.01,-5.3138
0.000,1545.01,-5.3126
0.000,1545.01,-5.3111
0.000,1545.01,-5.3101
0.000,1545.01,-5.3103
0.000,1545.01,-5.3113
0.000,1545.01,-5.3123
0.000,1545.01,-5.3139
0.000,1545.01,-5.3151
0.000,1545.01,-5.3134
0.000,1545.01,-5.3103
0.000,1545.01,-5.3094
0.000,1545.01,-5.3101
0.000,1545.01,-5.3104
0.000,1545.01,-5.3114
0.000,1545.01,-5.3139
0.000,1545.01,-5.3132
0.000,1545.01,-5.3090
0.000,1545.01,-5.3075
0.000,1545.01,-5.3078
0.000,1545.01,-5.3086
0.000,1545.01,-5.3111
0.000,1545.01,-5.3119
0.000,1545.01,-5.3108
0.000,1545.01,-5.3093
0.000,1545.01,-5.3085
0.000,1545.01,-5.3075
0.000,1545.01,-5.3075
0.000,1545.01,-5.3110
0.000,1545.01,-5.3138
0.000,1545.01,-5.3127
0.000,1545.01,-5.3116
0.000,1545.01,-5.3103
0.000,1545.01,-5.3081
0.000,1545.01,-5.3084
0.000,1545.01,-5.3110
0.000,1545.01,-5.3127
0.000,1545.01,-5.3123
