Voltage (V),Wavelength (nm),Insertion Loss (dB)
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,0.0000
0.000,1545.00,-0.0000
0.000,1545.00,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.01,0.0000
0.000,1545.01,-0.0000
0.000,1545.01,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.02,0.0000
0.000,1545.02,-0.0000
0.000,1545.02,0.0000
0.000,1545.03,-0.0000
0.000,1545.03,-0.0000
0.000,1545.03,-0.0000
0.000,1545.03,0.0000
0.000,1545.03,0.0000
0.000,1545.03,0.0000
0.000,1545.03,0.0000
0.000,1545.03,0.0000
0.000,1545.03,0.0000
0.000,1545.03,-0.0000
0.000,1545.03,-0.0000
0.000,1545.03,-0.0000
0.000,1545.03,-0.0000
0.000,1545.03,0.0000
