Voltage,Wavelength,InsertionLoss
1.000,1545.0138,-99.6604
1.000,1545.0139,-99.6595
1.000,1545.0140,-99.6608
1.000,1545.0141,-99.6617
1.000,1545.0142,-99.6587
1.000,1545.0143,-99.6589
1.000,1545.0144,-99.6598
1.000,1545.0145,-99.6586
1.000,1545.0146,-99.6592
1.000,1545.0147,-99.6616
1.000,1545.0148,-99.6630
1.000,1545.0149,-99.6625
1.000,1545.0150,-99.6644
1.000,1545.0151,-99.6629
1.000,1545.0152,-99.6621
1.000,1545.0153,-99.6616
1.000,1545.0154,-99.6613
1.000,1545.0155,-99.6615
1.000,1545.0156,-99.6601
1.000,1545.0157,-99.6594
1.000,1545.0158,-99.6585
1.000,1545.0159,-99.6582
1.000,1545.0160,-99.6615
1.000,1545.0161,-99.6655
1.000,1545.0162,-99.6657
1.000,1545.0163,-99.6650
1.000,1545.0164,-99.6653
1.000,1545.0165,-99.6631
1.000,1545.0166,-99.6625
1.000,1545.0167,-99.6619
1.000,1545.0168,-99.6614
1.000,1545.0169,-99.6603
1.000,1545.0170,-99.6599
1.000,1545.0171,-99.6601
1.000,1545.0172,-99.6646
1.000,1545.0173,-99.6660
1.000,1545.0174,-99.6644
1.000,1545.0175,-99.6658
1.000,1545.0176,-99.6640
1.000,1545.0177,-99.6657
1.000,1545.0178,-99.6716
1.000,1545.0179,-99.6715
1.000,1545.0180,-99.6718
1.000,1545.0181,-99.6722
1.000,1545.0182,-99.6714
1.000,1545.0183,-99.6677
1.000,1545.0184,-99.6684
1.000,1545.0185,-99.6668
1.000,1545.0186,-99.6669
1.000,1545.0187,-99.6691
1.000,1545.0188,-99.6700
1.000,1545.0189,-99.6714
1.000,1545.0190,-99.6714
1.000,1545.0191,-99.6705
1.000,1545.0192,-99.6730
1.000,1545.0193,-99.6708
1.000,1545.0194,-99.6714
1.000,1545.0195,-99.6720
1.000,1545.0196,-99.6734
1.000,1545.0197,-99.6706
1.000,1545.0198,-99.6682
1.000,1545.0199,-99.6641
1.000,1545.0200,-99.6668
1.000,1545.0201,-99.6691
1.000,1545.0202,-99.6691
1.000,1545.0203,-99.6661
1.000,1545.0204,-99.6657
1.000,1545.0205,-99.6688
1.000,1545.0206,-99.6686
1.000,1545.0207,-99.6688
1.000,1545.0208,-99.6715
1.000,1545.0209,-99.6695
1.000,1545.0210,-99.6691
1.000,1545.0211,-99.6666
1.000,1545.0212,-99.6653
1.000,1545.0213,-99.6660
1.000,1545.0214,-99.6658
1.000,1545.0215,-99.6667
1.000,1545.0216,-99.6672
1.000,1545.0217,-99.6664
1.000,1545.0218,-99.6665
1.000,1545.0219,-99.6662
1.000,1545.0220,-99.6650
1.000,1545.0221,-99.6667
1.000,1545.0222,-99.6672
1.000,1545.0223,-99.6684
1.000,1545.0224,-99.6675
1.000,1545.0225,-99.6640
1.000,1545.0226,-99.6643
1.000,1545.0227,-99.6657
1.000,1545.0228,-99.6675
1.000,1545.0229,-99.6677
1.000,1545.0230,-99.6658
1.000,1545.0231,-99.6689
1.000,1545.0232,-99.6684
1.000,1545.0233,-99.6681
1.000,1545.0234,-99.6683
1.000,1545.0235,-99.6701
1.000,1545.0236,-99.6688
1.000,1545.0237,-99.6682
1.000,1545.0238,-99.6675
1.000,1545.0239,-99.6682
1.000,1545.0240,-99.6683
1.000,1545.0241,-99.6674
1.000,1545.0242,-99.6663
1.000,1545.0243,-99.6668
1.000,1545.0244,-99.6669
1.000,1545.0245,-99.6693
1.000,1545.0246,-99.6691
1.000,1545.0247,-99.6698
1.000,1545.0248,-99.6700
1.000,1545.0249,-99.6717
1.000,1545.0250,-99.6694
1.000,1545.0251,-99.6667
1.000,1545.0252,-99.6666
1.000,1545.0253,-99.6684
1.000,1545.0254,-99.6672
1.000,1545.0255,-99.6674
1.000,1545.0256,-99.6662
1.000,1545.0257,-99.6662
1.000,1545.0258,-99.6644
1.000,1545.0259,-99.6671
1.000,1545.0260,-99.6684
1.000,1545.0261,-99.6678
1.000,1545.0262,-99.6668
1.000,1545.0263,-99.6651
1.000,1545.0264,-99.6652
1.000,1545.0265,-99.6668
1.000,1545.0266,-99.6670
1.000,1545.0267,-99.6658
1.000,1545.0268,-99.6656
1.000,1545.0269,-99.6636
1.000,1545.0270,-99.6661
1.000,1545.0271,-99.6695
1.000,1545.0272,-99.6663
1.000,1545.0273,-99.6657
1.000,1545.0274,-99.6655
1.000,1545.0275,-99.6665
1.000,1545.0276,-99.6672
1.000,1545.0277,-99.6663
1.000,1545.0278,-99.6649
1.000,1545.0279,-99.6655
1.000,1545.0280,-99.6616
1.000,1545.0281,-99.6622
1.000,1545.0282,-99.6635
1.000,1545.0283,-99.6633
1.000,1545.0284,-99.6629
1.000,1545.0285,-99.6616
1.000,1545.0286,-99.6637
1.000,1545.0287,-99.6667
1.000,1545.0288,-99.6689
1.000,1545.0289,-99.6687
1.000,1545.0290,-99.6649
1.000,1545.0291,-99.6663
1.000,1545.0292,-99.6684
1.000,1545.0293,-99.6709
1.000,1545.0294,-99.6721
1.000,1545.0295,-99.6731
1.000,1545.0296,-99.6727
1.000,1545.0297,-99.6732
1.000,1545.0298,-99.6737
1.000,1545.0299,-99.6723
1.000,1545.0300,-99.6716
1.000,1545.0301,-99.6709
1.000,1545.0302,-99.6712
1.000,1545.0303,-99.6711
1.000,1545.0304,-99.6698
1.000,1545.0305,-99.6676
1.000,1545.0306,-99.6673
1.000,1545.0307,-99.6688
1.000,1545.0308,-99.6691
1.000,1545.0309,-99.6688
1.000,1545.0310,-99.6711
1.000,1545.0311,-99.6707
1.000,1545.0312,-99.6721
1.000,1545.0313,-99.6710
1.000,1545.0314,-99.6698
1.000,1545.0315,-99.6719
1.000,1545.0316,-99.6734
1.000,1545.0317,-99.6716
1.000,1545.0318,-99.6676
1.000,1545.0319,-99.6693
1.000,1545.0320,-99.6659
1.000,1545.0321,-99.6646
1.000,1545.0322,-99.6670
1.000,1545.0323,-99.6662
1.000,1545.0324,-99.6682
1.000,1545.0325,-99.6707
1.000,1545.0326,-99.6701
1.000,1545.0327,-99.6682
1.000,1545.0328,-99.6671
1.000,1545.0329,-99.6652
1.000,1545.0330,-99.6656
1.000,1545.0331,-99.6667
1.000,1545.0332,-99.6662
1.000,1545.0333,-99.6635
1.000,1545.0334,-99.6619
1.000,1545.0335,-99.6630
1.000,1545.0336,-99.6654
1.000,1545.0337,-99.6650
1.000,1545.0338,-99.6647
1.000,1545.0339,-99.6657
1.000,1545.0340,-99.6653
1.000,1545.0341,-99.6664
1.000,1545.0342,-99.6657
1.000,1545.0343,-99.6658
1.000,1545.0344,-99.6647
1.000,1545.0345,-99.6645
1.000,1545.0346,-99.6637
1.000,1545.0347,-99.6631
1.000,1545.0348,-99.6636
1.000,1545.0349,-99.6635
1.000,1545.0350,-99.6629
1.000,1545.0351,-99.6652
1.000,1545.0352,-99.6654
1.000,1545.0353,-99.6667
1.000,1545.0354,-99.6658
1.000,1545.0355,-99.6665
1.000,1545.0356,-99.6663
1.000,1545.0357,-99.6672
1.000,1545.0358,-99.6657
1.000,1545.0359,-99.6649
1.000,1545.0360,-99.6662
1.000,1545.0361,-99.6683
1.000,1545.0362,-99.6681
1.000,1545.0363,-99.6666
1.000,1545.0364,-99.6656
1.000,1545.0365,-99.6695
1.000,1545.0366,-99.6704
1.000,1545.0367,-99.6688
1.000,1545.0368,-99.6705
1.000,1545.0369,-99.6708
1.000,1545.0370,-99.6680
1.000,1545.0371,-99.6667
1.000,1545.0372,-99.6649
1.000,1545.0373,-99.6656
1.000,1545.0374,-99.6660
1.000,1545.0375,-99.6668
1.000,1545.0376,-99.6648
1.000,1545.0377,-99.6645
1.000,1545.0378,-99.6646
1.000,1545.0379,-99.6649
1.000,1545.0380,-99.6653
1.000,1545.0381,-99.6658
1.000,1545.0382,-99.6662
1.000,1545.0383,-99.6680
1.000,1545.0384,-99.6662
1.000,1545.0385,-99.6674
1.000,1545.0386,-99.6680
1.000,1545.0387,-99.6659
1.000,1545.0388,-99.6652
1.000,1545.0389,-99.6635
1.000,1545.0390,-99.6631
1.000,1545.0391,-99.6640
1.000,1545.0392,-99.6645
1.000,1545.0393,-99.6663
1.000,1545.0394,-99.6655
1.000,1545.0395,-99.6665
1.000,1545.0396,-99.6650
1.000,1545.0397,-99.6674
1.000,1545.0398,-99.6667
1.000,1545.0399,-99.6670
1.000,1545.0400,-99.6655
1.000,1545.0401,-99.6658
1.000,1545.0402,-99.6631
1.000,1545.0403,-99.6636
1.000,1545.0404,-99.6653
1.000,1545.0405,-99.6649
1.000,1545.0406,-99.6669
1.000,1545.0407,-99.6662
1.000,1545.0408,-99.6654
1.000,1545.0409,-99.6659
1.000,1545.0410,-99.6685
1.000,1545.0411,-99.6685
1.000,1545.0412,-99.6691
1.000,1545.0413,-99.6682
1.000,1545.0414,-99.6690
1.000,1545.0415,-99.6683
1.000,1545.0416,-99.6681
1.000,1545.0417,-99.6671
1.000,1545.0418,-99.6672
1.000,1545.0419,-99.6670
1.000,1545.0420,-99.6679
1.000,1545.0421,-99.6687
1.000,1545.0422,-99.6701
1.000,1545.0423,-99.6686
1.000,1545.0424,-99.6702
1.000,1545.0425,-99.6702
1.000,1545.0426,-99.6672
1.000,1545.0427,-99.6649
1.000,1545.0428,-99.6668
1.000,1545.0429,-99.6710
1.000,1545.0430,-99.6714
1.000,1545.0431,-99.6710
1.000,1545.0432,-99.6677
1.000,1545.0433,-99.6676
1.000,1545.0434,-99.6687
1.000,1545.0435,-99.6694
1.000,1545.0436,-99.6695
1.000,1545.0437,-99.6686
1.000,1545.0438,-99.6676
1.000,1545.0439,-99.6653
1.000,1545.0440,-99.6654
1.000,1545.0441,-99.6648
1.000,1545.0442,-99.6647
1.000,1545.0443,-99.6650
1.000,1545.0444,-99.6662
1.000,1545.0445,-99.6664
1.000,1545.0446,-99.6668
1.000,1545.0447,-99.6679
1.000,1545.0448,-99.6664
1.000,1545.0449,-99.6672
1.000,1545.0450,-99.6663
1.000,1545.0451,-99.6656
1.000,1545.0452,-99.6663
1.000,1545.0453,-99.6655
1.000,1545.0454,-99.6638
1.000,1545.0455,-99.6642
1.000,1545.0456,-99.6622
1.000,1545.0457,-99.6618
1.000,1545.0458,-99.6611
1.000,1545.0459,-99.6634
1.000,1545.0460,-99.6633
1.000,1545.0461,-99.6644
1.000,1545.0462,-99.6637
1.000,1545.0463,-99.6655
1.000,1545.0464,-99.6694
1.000,1545.0465,-99.6692
1.000,1545.0466,-99.6640
1.000,1545.0467,-99.6600
1.000,1545.0468,-99.6623
1.000,1545.0469,-99.6641
1.000,1545.0470,-99.6624
1.000,1545.0471,-99.6644
1.000,1545.0472,-99.6652
1.000,1545.0473,-99.6667
1.000,1545.0474,-99.6667
1.000,1545.0475,-99.6663
1.000,1545.0476,-99.6666
1.000,1545.0477,-99.6661
1.000,1545.0478,-99.6656
1.000,1545.0479,-99.6648
1.000,1545.0480,-99.6646
1.000,1545.0481,-99.6637
1.000,1545.0482,-99.6647
1.000,1545.0483,-99.6634
1.000,1545.0484,-99.6639
1.000,1545.0485,-99.6630
1.000,1545.0486,-99.6664
1.000,1545.0487,-99.6664
1.000,1545.0488,-99.6661
1.000,1545.0489,-99.6659
1.000,1545.0490,-99.6641
1.000,1545.0491,-99.6623
1.000,1545.0492,-99.6643
1.000,1545.0493,-99.6645
1.000,1545.0494,-99.6632
1.000,1545.0495,-99.6617
1.000,1545.0496,-99.6620
1.000,1545.0497,-99.6599
1.000,1545.0498,-99.6604
1.000,1545.0499,-99.6626
1.000,1545.0500,-99.6647
1.000,1545.0501,-99.6636
1.000,1545.0502,-99.6634
1.000,1545.0503,-99.6628
1.000,1545.0504,-99.6616
1.000,1545.0505,-99.6624
1.000,1545.0506,-99.6633
1.000,1545.0507,-99.6635
1.000,1545.0508,-99.6634
1.000,1545.0509,-99.6594
1.000,1545.0510,-99.6601
1.000,1545.0511,-99.6573
1.000,1545.0512,-99.6594
1.000,1545.0513,-99.6591
1.000,1545.0514,-99.6583
1.000,1545.0515,-99.6585
1.000,1545.0516,-99.6583
1.000,1545.0517,-99.6595
1.000,1545.0518,-99.6609
1.000,1545.0519,-99.6585
1.000,1545.0520,-99.6559
1.000,1545.0521,-99.6575
1.000,1545.0522,-99.6568
1.000,1545.0523,-99.6563
1.000,1545.0524,-99.6578
1.000,1545.0525,-99.6607
1.000,1545.0526,-99.6623
1.000,1545.0527,-99.6623
1.000,1545.0528,-99.6628
1.000,1545.0529,-99.6634
1.000,1545.0530,-99.6644
1.000,1545.0531,-99.6650
1.000,1545.0532,-99.6635
1.000,1545.0533,-99.6618
1.000,1545.0534,-99.6590
1.000,1545.0535,-99.6583
1.000,1545.0536,-99.6587
1.000,1545.0537,-99.6626
1.000,1545.0538,-99.6634
1.000,1545.0539,-99.6634
1.000,1545.0540,-99.6583
1.000,1545.0541,-99.6557
1.000,1545.0542,-99.6558
1.000,1545.0543,-99.6596
1.000,1545.0544,-99.6596
1.000,1545.0545,-99.6569
1.000,1545.0546,-99.6589
1.000,1545.0547,-99.6585
1.000,1545.0548,-99.6583
1.000,1545.0549,-99.6580
1.000,1545.0550,-99.6559
1.000,1545.0551,-99.6553
1.000,1545.0552,-99.6570
1.000,1545.0553,-99.6582
1.000,1545.0554,-99.6567
1.000,1545.0555,-99.6547
1.000,1545.0556,-99.6524
1.000,1545.0557,-99.6547
1.000,1545.0558,-99.6574
1.000,1545.0559,-99.6559
1.000,1545.0560,-99.6538
1.000,1545.0561,-99.6540
1.000,1545.0562,-99.6534
1.000,1545.0563,-99.6551
1.000,1545.0564,-99.6540
1.000,1545.0565,-99.6500
1.000,1545.0566,-99.6521
1.000,1545.0567,-99.6525
1.000,1545.0568,-99.6543
1.000,1545.0569,-99.6545
1.000,1545.0570,-99.6525
1.000,1545.0571,-99.6531
1.000,1545.0572,-99.6542
1.000,1545.0573,-99.6558
1.000,1545.0574,-99.6573
1.000,1545.0575,-99.6564
1.000,1545.0576,-99.6579
1.000,1545.0577,-99.6561
1.000,1545.0578,-99.6566
1.000,1545.0579,-99.6574
1.000,1545.0580,-99.6574
1.000,1545.0581,-99.6598
1.000,1545.0582,-99.6590
1.000,1545.0583,-99.6587
1.000,1545.0584,-99.6599
1.000,1545.0585,-99.6600
1.000,1545.0586,-99.6602
1.000,1545.0587,-99.6580
1.000,1545.0588,-99.6571
1.000,1545.0589,-99.6588
1.000,1545.0590,-99.6577
1.000,1545.0591,-99.6543
1.000,1545.0592,-99.6554
1.000,1545.0593,-99.6573
1.000,1545.0594,-99.6572
1.000,1545.0595,-99.6574
1.000,1545.0596,-99.6569
1.000,1545.0597,-99.6549
1.000,1545.0598,-99.6523
1.000,1545.0599,-99.6527
1.000,1545.0600,-99.6547
1.000,1545.0601,-99.6553
1.000,1545.0602,-99.6552
1.000,1545.0603,-99.6515
1.000,1545.0604,-99.6488
1.000,1545.0605,-99.6516
1.000,1545.0606,-99.6539
1.000,1545.0607,-99.6498
1.000,1545.0608,-99.6500
1.000,1545.0609,-99.6517
1.000,1545.0610,-99.6528
1.000,1545.0611,-99.6584
1.000,1545.0612,-99.6568
1.000,1545.0613,-99.6539
1.000,1545.0614,-99.6523
1.000,1545.0615,-99.6515
1.000,1545.0616,-99.6515
1.000,1545.0617,-99.6503
1.000,1545.0618,-99.6499
1.000,1545.0619,-99.6502
1.000,1545.0620,-99.6505
1.000,1545.0621,-99.6498
1.000,1545.0622,-99.6512
1.000,1545.0623,-99.6511
1.000,1545.0624,-99.6487
1.000,1545.0625,-99.6482
1.000,1545.0626,-99.6452
1.000,1545.0627,-99.6488
1.000,1545.0628,-99.6511
1.000,1545.0629,-99.6501
1.000,1545.0630,-99.6500
1.000,1545.0631,-99.6489
1.000,1545.0632,-99.6505
1.000,1545.0633,-99.6503
1.000,1545.0634,-99.6502
1.000,1545.0635,-99.6516
1.000,1545.0636,-99.6527
1.000,1545.0637,-99.6510
1.000,1545.0638,-99.6488
1.000,1545.0639,-99.6511
1.000,1545.0640,-99.6482
1.000,1545.0641,-99.6468
1.000,1545.0642,-99.6466
1.000,1545.0643,-99.6474
1.000,1545.0644,-99.6499
1.000,1545.0645,-99.6508
1.000,1545.0646,-99.6507
1.000,1545.0647,-99.6492
1.000,1545.0648,-99.6495
1.000,1545.0649,-99.6466
1.000,1545.0650,-99.6470
1.000,1545.0651,-99.6501
1.000,1545.0652,-99.6497
1.000,1545.0653,-99.6477
1.000,1545.0654,-99.6485
1.000,1545.0655,-99.6485
1.000,1545.0656,-99.6483
1.000,1545.0657,-99.6498
1.000,1545.0658,-99.6487
1.000,1545.0659,-99.6461
1.000,1545.0660,-99.6484
1.000,1545.0661,-99.6499
1.000,1545.0662,-99.6466
1.000,1545.0663,-99.6428
1.000,1545.0664,-99.6420
1.000,1545.0665,-99.6459
1.000,1545.0666,-99.6463
1.000,1545.0667,-99.6466
1.000,1545.0668,-99.6467
1.000,1545.0669,-99.6465
1.000,1545.0670,-99.6467
1.000,1545.0671,-99.6442
1.000,1545.0672,-99.6415
1.000,1545.0673,-99.6428
1.000,1545.0674,-99.6466
1.000,1545.0675,-99.6489
1.000,1545.0676,-99.6481
1.000,1545.0677,-99.6457
1.000,1545.0678,-99.6478
1.000,1545.0679,-99.6481
1.000,1545.0680,-99.6460
1.000,1545.0681,-99.6475
1.000,1545.0682,-99.6494
1.000,1545.0683,-99.6536
1.000,1545.0684,-99.6534
1.000,1545.0685,-99.6557
1.000,1545.0686,-99.6556
1.000,1545.0687,-99.6558
1.000,1545.0688,-99.6541
1.000,1545.0689,-99.6563
1.000,1545.0690,-99.6577
1.000,1545.0691,-99.6597
1.000,1545.0692,-99.6590
1.000,1545.0693,-99.6593
1.000,1545.0694,-99.6585
1.000,1545.0695,-99.6602
1.000,1545.0696,-99.6596
1.000,1545.0697,-99.6561
1.000,1545.0698,-99.6549
1.000,1545.0699,-99.6545
1.000,1545.0700,-99.6536
1.000,1545.0701,-99.6519
1.000,1545.0702,-99.6566
1.000,1545.0703,-99.6600
1.000,1545.0704,-99.6563
1.000,1545.0705,-99.6558
1.000,1545.0706,-99.6584
1.000,1545.0707,-99.6597
1.000,1545.0708,-99.6571
1.000,1545.0709,-99.6592
1.000,1545.0710,-99.6607
1.000,1545.0711,-99.6579
1.000,1545.0712,-99.6578
1.000,1545.0713,-99.6558
1.000,1545.0714,-99.6538
1.000,1545.0715,-99.6531
1.000,1545.0716,-99.6533
1.000,1545.0717,-99.6564
1.000,1545.0718,-99.6570
1.000,1545.0719,-99.6586
1.000,1545.0720,-99.6576
1.000,1545.0721,-99.6578
1.000,1545.0722,-99.6554
1.000,1545.0723,-99.6578
1.000,1545.0724,-99.6581
1.000,1545.0725,-99.6594
1.000,1545.0726,-99.6592
1.000,1545.0727,-99.6575
1.000,1545.0728,-99.6566
1.000,1545.0729,-99.6543
1.000,1545.0730,-99.6547
1.000,1545.0731,-99.6553
1.000,1545.0732,-99.6561
1.000,1545.0733,-99.6558
1.000,1545.0734,-99.6552
1.000,1545.0735,-99.6551
1.000,1545.0736,-99.6555
1.000,1545.0737,-99.6550
1.000,1545.0738,-99.6560
1.000,1545.0739,-99.6572
1.000,1545.0740,-99.6580
1.000,1545.0741,-99.6588
1.000,1545.0742,-99.6581
1.000,1545.0743,-99.6567
1.000,1545.0744,-99.6583
1.000,1545.0745,-99.6615
1.000,1545.0746,-99.6585
1.000,1545.0747,-99.6581
1.000,1545.0748,-99.6596
1.000,1545.0749,-99.6601
1.000,1545.0750,-99.6599
1.000,1545.0751,-99.6606
1.000,1545.0752,-99.6626
1.000,1545.0753,-99.6601
1.000,1545.0754,-99.6566
1.000,1545.0755,-99.6565
1.000,1545.0756,-99.6585
1.000,1545.0757,-99.6597
1.000,1545.0758,-99.6603
1.000,1545.0759,-99.6610
1.000,1545.0760,-99.6581
1.000,1545.0761,-99.6581
1.000,1545.0762,-99.6580
1.000,1545.0763,-99.6579
1.000,1545.0764,-99.6579
1.000,1545.0765,-99.6570
1.000,1545.0766,-99.6576
1.000,1545.0767,-99.6590
1.000,1545.0768,-99.6606
1.000,1545.0769,-99.6612
1.000,1545.0770,-99.6585
1.000,1545.0771,-99.6587
1.000,1545.0772,-99.6592
1.000,1545.0773,-99.6603
1.000,1545.0774,-99.6587
1.000,1545.0775,-99.6570
1.000,1545.0776,-99.6573
1.000,1545.0777,-99.6582
1.000,1545.0778,-99.6572
1.000,1545.0779,-99.6554
1.000,1545.0780,-99.6542
1.000,1545.0781,-99.6581
1.000,1545.0782,-99.6553
1.000,1545.0783,-99.6579
1.000,1545.0784,-99.6601
1.000,1545.0785,-99.6561
1.000,1545.0786,-99.6566
1.000,1545.0787,-99.6567
1.000,1545.0788,-99.6557
1.000,1545.0789,-99.6575
1.000,1545.0790,-99.6580
1.000,1545.0791,-99.6582
1.000,1545.0792,-99.6585
1.000,1545.0793,-99.6592
1.000,1545.0794,-99.6591
1.000,1545.0795,-99.6593
1.000,1545.0796,-99.6610
1.000,1545.0797,-99.6606
1.000,1545.0798,-99.6589
1.000,1545.0799,-99.6599
1.000,1545.0800,-99.6627
1.000,1545.0801,-99.6625
1.000,1545.0802,-99.6617
1.000,1545.0803,-99.6615
1.000,1545.0804,-99.6611
1.000,1545.0805,-99.6607
1.000,1545.0806,-99.6600
1.000,1545.0807,-99.6605
1.000,1545.0808,-99.6621
1.000,1545.0809,-99.6648
1.000,1545.0810,-99.6638
1.000,1545.0811,-99.6579
1.000,1545.0812,-99.6578
1.000,1545.0813,-99.6600
1.000,1545.0814,-99.6600
1.000,1545.0815,-99.6587
1.000,1545.0816,-99.6584
1.000,1545.0817,-99.6584
1.000,1545.0818,-99.6603
1.000,1545.0819,-99.6605
1.000,1545.0820,-99.6568
1.000,1545.0821,-99.6553
1.000,1545.0822,-99.6552
1.000,1545.0823,-99.6541
1.000,1545.0824,-99.6559
1.000,1545.0825,-99.6538
1.000,1545.0826,-99.6545
1.000,1545.0827,-99.6561
1.000,1545.0828,-99.6555
1.000,1545.0829,-99.6560
1.000,1545.0830,-99.6543
1.000,1545.0831,-99.6536
1.000,1545.0832,-99.6544
1.000,1545.0833,-99.6551
1.000,1545.0834,-99.6539
1.000,1545.0835,-99.6546
1.000,1545.0836,-99.6539
1.000,1545.0837,-99.6536
1.000,1545.0838,-99.6518
1.000,1545.0839,-99.6544
1.000,1545.0840,-99.6555
1.000,1545.0841,-99.6569
1.000,1545.0842,-99.6537
1.000,1545.0843,-99.6524
1.000,1545.0844,-99.6547
1.000,1545.0845,-99.6563
1.000,1545.0846,-99.6545
1.000,1545.0847,-99.6535
1.000,1545.0848,-99.6533
1.000,1545.0849,-99.6548
1.000,1545.0850,-99.6558
1.000,1545.0851,-99.6555
1.000,1545.0852,-99.6543
1.000,1545.0853,-99.6554
1.000,1545.0854,-99.6579
1.000,1545.0855,-99.6590
1.000,1545.0856,-99.6596
1.000,1545.0857,-99.6571
1.000,1545.0858,-99.6571
1.000,1545.0859,-99.6592
1.000,1545.0860,-99.6568
1.000,1545.0861,-99.6577
1.000,1545.0862,-99.6584
1.000,1545.0863,-99.6565
1.000,1545.0864,-99.6556
1.000,1545.0865,-99.6546
1.000,1545.0866,-99.6587
1.000,1545.0867,-99.6573
1.000,1545.0868,-99.6540
1.000,1545.0869,-99.6559
1.000,1545.0870,-99.6530
1.000,1545.0871,-99.6503
